title,year,genre1,genre2,genre3,country,language,director,reviews_from_users,reviews_from_critics
Wavelength,1983,15,16,,4,1,Mike Gray,22.0,15.0
White Star,1983,3,20,,8,3,Roland Klick,6.0,6.0
The Wicked Lady,1983,5,3,,2,1,Michael Winner,16.0,23.0
Wilczyca,1983,10,,,8,7,Marek Piestrak,6.0,4.0
The Wild Duck,1984,3,,,8,1,Henri Safran,5.0,
Suburbia,1983,3,16,,4,1,Penelope Spheeris,48.0,27.0
Without a Trace,1983,3,9,,4,1,Stanley R. Jaffe,38.0,7.0
Wo ai Ye Laixiang,1983,14,12,,8,7,Teddy Robin Kwan,3.0,3.0
Woh 7 Din,1983,3,7,,8,7,Bapu,4.0,1.0
Qi mou miao ji: Wu fu xing,1983,14,12,2,8,7,Sammo Kam-Bo Hung,24.0,12.0
Wu Lang ba gua gun,1984,14,3,,8,7,Chia-Liang Liu,25.0,28.0
Wu lin sheng huo jin,1983,5,12,6,8,7,Chun-Ku Lu,4.0,12.0
Xtro,1982,10,15,,2,1,Harry Bromley Davenport,80.0,101.0
Yam yeung choh,1983,3,6,7,8,7,Ringo Lam,6.0,2.0
The Year of Living Dangerously,1982,3,7,8,8,1,Peter Weir,106.0,34.0
Yellowbeard,1983,14,5,12,2,1,Mel Damski,77.0,28.0
Yentl,1983,3,19,7,2,1,Barbra Streisand,84.0,25.0
Yin yang xie di zi,1977,14,5,,8,7,Raymond Lui,6.0,2.0
Young Warriors,1983,14,2,3,4,1,Lawrence David Foldes,16.0,16.0
Zadah tela,1983,3,,,8,7,Zivojin Pavlovic,,
Zai na he pan qing cao qing,1982,3,,,8,7,Hsiao-Hsien Hou,4.0,9.0
Zeder,1983,10,,,5,2,Pupi Avati,45.0,45.0
Zelig,1983,12,,,4,1,Woody Allen,115.0,66.0
Zhong gui,1983,10,16,,8,7,Kuen Yeung,15.0,20.0
Zig Zag Story,1983,12,3,,7,5,Patrick Schulmann,3.0,2.0
Zui jia pai dang 2: Da xian shen tong,1983,14,12,,8,7,Eric Tsang,5.0,11.0
À nos amours,1983,3,7,,7,5,Maurice Pialat,19.0,43.0
Åpen framtid,1983,3,,,8,7,"Petter Vennerød, Svend Wam",,
L'été meurtrier,1983,3,9,,7,5,Jean Becker,21.0,35.0
...a zase ta Lucie!,1984,12,13,,8,7,Jindrich Polák,,
2010: The Year We Make Contact,1984,5,9,15,4,1,Peter Hyams,240.0,88.0
A tu per tu,1984,12,,,5,2,Sergio Corbucci,1.0,
Abwärts,1984,16,,,8,3,Carl Schenkel,7.0,6.0
Access Code,1984,14,5,9,4,1,Mark Sobel,4.0,3.0
Acqua e sapone,1983,12,,,5,2,Carlo Verdone,5.0,1.0
L'addition,1984,16,3,,7,5,Denis Amar,3.0,1.0
The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,5,12,7,4,1,W.D. Richter,224.0,109.0
Against All Odds,1984,14,5,2,4,1,Taylor Hackford,85.0,35.0
Akademia pana Kleksa,1984,13,6,,8,7,Krzysztof Gradowski,3.0,3.0
Al este del oeste,1984,12,11,,8,7,Mariano Ozores,2.0,
L'alcova,1985,3,7,,5,2,Joe D'Amato,8.0,28.0
Prey,1977,10,9,15,2,1,Norman J. Warren,37.0,37.0
All of Me,1984,12,6,7,4,1,Carl Reiner,69.0,32.0
L'allenatore nel pallone,1984,12,17,,5,2,Sergio Martino,3.0,3.0
Almost You,1985,12,3,,4,1,Adam Brooks,3.0,3.0
Alphabet City,1984,2,3,16,4,1,Amos Poe,23.0,8.0
Amadeus,1984,1,3,4,4,1,Milos Forman,600.0,108.0
Amarsi un po'...,1984,12,7,,5,2,Carlo Vanzina,,
The Ambassador,1984,14,3,16,4,1,J. Lee Thompson,7.0,9.0
American Dreamer,1984,12,2,7,4,1,Rick Rosenthal,52.0,5.0
L'amour par terre,1984,12,3,6,7,5,Jacques Rivette,6.0,8.0
L'amour à mort,1984,3,7,,7,5,Alain Resnais,7.0,13.0
Angel,1984,14,2,16,4,1,Robert Vincent O'Neil,38.0,38.0
L'année des méduses,1984,3,,,7,5,Christopher Frank,11.0,2.0
Another Country,1984,1,3,4,2,1,Marek Kanievska,34.0,17.0
L'arbalète,1984,14,,,7,5,Sergio Gobbi,2.0,1.0
Das Arche Noah Prinzip,1984,15,,,8,3,Roland Emmerich,4.0,2.0
Asesinato en el senado de la nación,1984,2,3,4,8,7,Juan José Jusid,,
L'attenzione,1985,3,7,,5,2,Giovanni Soldati,3.0,
Roman Za'ir,1983,12,3,7,8,7,Dan Wolman,4.0,6.0
Bachelor Party,1984,12,,,4,1,Neal Israel,90.0,41.0
Bad Girls Dormitory,1986,14,3,10,4,1,Tim Kincaid,11.0,10.0
El-haimoune,1984,3,6,9,8,7,Nacer Khemir,2.0,6.0
Balkanski spijun,1984,12,3,,8,7,"Dusan Kovacevic, Bozidar 'Bota' Nikolic",14.0,2.0
The Bay Boy,1984,3,,,8,1,Daniel Petrie,8.0,4.0
The Bear,1984,1,3,13,4,1,Richard C. Sarafian,5.0,4.0
Beat Street,1984,3,20,,4,1,Stan Lathan,31.0,18.0
Bedroom Eyes,1984,12,9,16,8,1,William Fruet,6.0,4.0
Yuen fan,1984,12,7,3,8,7,Taylor Wong,4.0,4.0
"Bertoldo, Bertoldino e Cacasenno",1984,12,,,5,2,Mario Monicelli,,
Best Defense,1984,12,8,,4,1,Willard Huyck,36.0,6.0
Beverly Hills Cop,1984,14,12,2,4,1,Martin Brest,199.0,123.0
Bez konca,1985,3,7,,8,7,Krzysztof Kieslowski,14.0,15.0
Le big-Bang,1987,18,5,12,7,7,Picha,4.0,3.0
Biohazard,1985,10,15,,4,1,Fred Olen Ray,8.0,17.0
Birdy,1984,3,8,,4,1,Alan Parker,66.0,37.0
The Black Room,1982,10,16,,4,1,"Elly Kenner, Norman Thaddeus Vane",9.0,10.0
Ator 2: L'invincibile Orion,1982,14,5,6,5,2,Joe D'Amato,64.0,19.0
Blame It on Rio,1984,12,7,,4,1,Stanley Donen,79.0,23.0
Blame It on the Night,1984,12,3,20,4,1,Gene Taft,2.0,2.0
Blind Date,1984,10,15,16,2,1,Nico Mastorakis,12.0,8.0
Blood Simple,1984,2,3,16,4,1,"Joel Coen, Ethan Coen",290.0,145.0
Blood Suckers from Outer Space,1984,12,10,15,4,1,Glen Coburn,14.0,14.0
Bloodbath at the House of Death,1984,10,12,,2,1,Ray Cameron,33.0,16.0
Body Double,1984,2,3,9,4,1,Brian De Palma,192.0,109.0
Body Rock,1984,3,20,19,4,1,Marcelo Epstein,13.0,13.0
Bolero,1984,12,3,7,4,1,John Derek,49.0,29.0
Le bon plaisir,1984,3,7,,7,5,Francis Girod,1.0,2.0
Le bon roi Dagobert,1984,12,,,7,5,Dino Risi,2.0,3.0
The Bostonians,1984,3,7,,2,1,James Ivory,13.0,28.0
The Bounty,1984,5,3,4,2,1,Roger Donaldson,109.0,45.0
Boy Meets Girl,1984,3,7,,7,5,Leos Carax,9.0,34.0
Breakin',1984,12,3,20,4,1,Joel Silberg,65.0,31.0
Breakin' 2: Electric Boogaloo,1984,12,3,19,4,1,Sam Firstenberg,43.0,32.0
A Breed Apart,1984,3,14,,4,1,Philippe Mora,8.0,14.0
Broadway Danny Rose,1984,12,,,4,1,Woody Allen,94.0,77.0
The Brother from Another Planet,1984,12,15,,4,1,John Sayles,40.0,25.0
The Buddy System,1984,3,12,7,4,1,Glenn Jordan,11.0,3.0
Der Bulle & das Mädchen,1985,14,7,16,8,3,Peter Keglevic,1.0,1.0
Busters verden,1984,12,13,,8,7,Bille August,1.0,1.0
C.H.U.D.,1984,10,15,,4,1,Douglas Cheek,103.0,116.0
Caged Fury,1983,2,3,,8,1,Cirio H. Santiago,4.0,9.0
Cal,1984,3,16,7,2,1,Pat O'Connor,10.0,9.0
Calamari Union,1985,12,,,8,7,Aki Kaurismäki,10.0,9.0
Roma. L'antica chiave dei sensi,1984,3,7,16,5,2,Lorenzo Onorati,2.0,2.0
Camila,1984,3,7,,8,7,María Luisa Bemberg,12.0,5.0
Cannonball Run II,1984,14,12,,8,1,Hal Needham,63.0,27.0
Carmen,1984,3,20,7,7,5,Francesco Rosi,20.0,16.0
Cento giorni a Palermo,1984,2,3,,5,2,Giuseppe Ferrara,5.0,
Chattanooga Choo Choo,1984,12,,,4,1,Bruce Bilson,7.0,
Cheech & Chong's The Corsican Brothers,1984,12,,,4,1,Tommy Chong,24.0,6.0
Chelovek-nevidimka,1984,15,3,,8,6,Aleksandr Zakharov,1.0,1.0
Los chicos de la guerra,1984,3,8,,8,7,Bebe Kamin,1.0,
Children of the Corn,1984,10,16,,4,1,Fritz Kiersch,242.0,138.0
Choose Me,1984,12,3,7,4,1,Alan Rudolph,45.0,20.0
Ciske de Rat,1984,2,3,16,8,7,Guido Pieters,8.0,3.0
City Heat,1984,14,12,2,4,1,Richard Benjamin,53.0,22.0
Cloak & Dagger,1984,14,5,2,4,1,Richard Franklin,31.0,24.0
"Co je vám, doktore?",1985,12,3,,8,7,Vít Olmer,,
Geheimcode Wildgänse,1984,14,,,5,2,Antonio Margheriti,18.0,28.0
Comfort and Joy,1984,12,,,2,1,Bill Forsyth,18.0,20.0
The Company of Wolves,1984,3,6,10,2,1,Neil Jordan,121.0,83.0
Conan the Destroyer,1984,14,5,6,4,1,Richard Fleischer,122.0,84.0
The Coolangatta Gold,1984,3,17,,8,1,Igor Auzins,6.0,
Così parlò Bellavista,1984,12,,,5,2,Luciano De Crescenzo,1.0,
The Cotton Club,1984,2,3,20,4,1,Francis Ford Coppola,88.0,34.0
Country,1984,3,,,4,1,Richard Pearce,10.0,12.0
Courage,1984,16,,,4,1,Robert L. Rosen,7.0,5.0
Crackers,1984,5,12,2,4,1,Louis Malle,7.0,7.0
Crimes of Passion,1984,3,7,16,4,1,Ken Russell,53.0,57.0
Crónica dos Bons Malandros,1984,12,,,8,7,Fernando Lopes,2.0,
Daheim sterben die Leut',1985,12,,,8,3,"Klaus Gietinger, Leo Hiemer",,1.0
Darse cuenta,1984,3,,,8,7,Alejandro Doria,1.0,
Davitelj protiv davitelja,1984,12,2,10,8,1,Slobodan Sijan,8.0,2.0
Deathstalker,1983,5,6,,4,1,James Sbardellati,52.0,49.0
Decoder,1984,10,9,15,8,3,Muscha,6.0,9.0
DEFCON-4,1985,14,15,,8,1,"Paul Donovan, Digby Cook",52.0,23.0
Delinquent School Girls,1975,12,3,,4,1,Greg Corarito,12.0,15.0
Delitto al Blue Gay,1984,3,12,2,5,2,Bruno Corbucci,1.0,5.0
Delivery Boys,1985,12,17,,4,1,Ken Handler,2.0,3.0
Dang doi lai ming,1984,14,8,,8,7,Po-Chih Leong,5.0,11.0
Golok setan,1984,5,6,,8,7,Ratno Timoer,10.0,37.0
La diagonale du fou,1984,3,17,16,7,5,Richard Dembo,9.0,8.0
Dian tang lang,1980,14,12,,8,7,Wing-Cho Yip,12.0,6.0
Didi - Der Doppelgänger,1984,12,,,8,3,Reinhard Schwabenitzky,4.0,7.0
Didi und die Rache der Enterbten,1985,12,,,8,3,"Dieter Hallervorden, Christian Rateuke",4.0,7.0
Dim Sum: A Little Bit of Heart,1985,12,,,4,1,Wayne Wang,3.0,5.0
Dong dong de jiàqi,1984,3,,,8,7,Hsiao-Hsien Hou,6.0,7.0
Dreamscape,1984,14,5,10,4,1,Joseph Ruben,73.0,74.0
I due carabinieri,1984,12,,,5,2,Carlo Verdone,,
Dune,1984,14,5,15,4,1,David Lynch,651.0,162.0
E la nave va,1983,3,4,20,5,2,Federico Fellini,25.0,25.0
Electric Dreams,1984,12,3,20,4,1,Steve Barron,78.0,34.0
Ellie,1984,12,,,4,1,Peter Wittman,6.0,3.0
Gurikku no bouken,1981,18,13,6,6,1,Hideo Nishimaki,7.0,1.0
Les enfants,1985,12,,,7,5,Marguerite Duras,2.0,
Enrico IV,1984,3,,,5,2,Marco Bellocchio,2.0,6.0
The Evil That Men Do,1984,14,3,16,8,1,J. Lee Thompson,47.0,25.0
Exterminator 2,1984,14,2,3,4,1,Mark Buntzman,39.0,36.0
The Falcon and the Snowman,1985,1,2,3,2,1,John Schlesinger,57.0,29.0
Falling in Love,1984,3,7,,4,1,Ulu Grosbard,57.0,16.0
Fanny Hill,1983,12,3,7,2,1,Gerry O'Hara,15.0,2.0
Fanny Pelopaja,1984,2,,,8,7,Vicente Aranda,4.0,2.0
Fatal Games,1984,10,17,,4,1,Michael Elliot,18.0,24.0
Les favoris de la lune,1984,12,2,3,7,5,Otar Iosseliani,7.0,8.0
Fear City,1984,2,3,9,4,1,Abel Ferrara,34.0,27.0
La femme publique,1984,3,,,7,5,Andrzej Zulawski,8.0,14.0
Final Justice,1985,14,2,3,4,1,Greydon Clark,53.0,7.0
Finders Keepers,1984,12,,,2,1,Richard Lester,12.0,6.0
Firestarter,1984,14,10,15,4,1,Mark L. Lester,115.0,75.0
Firstborn,1984,3,16,,4,1,Michael Apted,28.0,12.0
The Flamingo Kid,1984,12,3,7,4,1,Garry Marshall,20.0,10.0
Flashpoint,1984,14,2,3,4,1,William Tannen,24.0,14.0
Fleshburn,1984,16,,,4,1,George Gage,16.0,9.0
Footloose,1984,3,20,7,4,1,Herbert Ross,129.0,62.0
Forbrydelsens element,1984,2,3,16,8,1,Lars von Trier,49.0,58.0
Forced Entry,1976,10,16,,4,1,Jim Sotos,14.0,8.0
Fort Saganne,1984,3,4,8,7,5,Alain Corneau,6.0,5.0
Lady Libertine,1984,3,7,,7,1,Gérard Kikoïne,4.0,18.0
Frankenstein 90,1984,12,10,,7,5,Alain Jessua,6.0,4.0
"Frida, naturaleza viva",1983,1,3,,8,7,Paul Leduc,10.0,4.0
Friday the 13th: The Final Chapter,1984,10,16,,4,1,Joseph Zito,354.0,191.0
Fu rong zhen,1987,3,4,7,8,7,Jin Xie,4.0,1.0
Rage - Fuoco incrociato,1984,14,16,15,5,2,Tonino Ricci,6.0,9.0
Il futuro è donna,1984,3,,,5,2,Marco Ferreri,1.0,2.0
Garbo Talks,1984,12,3,,4,1,Sidney Lumet,21.0,7.0
Le garde du corps,1984,12,7,16,7,5,François Leterrier,1.0,
Gebroken spiegels,1984,3,16,,8,7,Marleen Gorris,4.0,1.0
Ghare-Baire,1984,3,,,8,7,Satyajit Ray,7.0,17.0
Ghostbusters,1984,14,12,6,4,1,Ivan Reitman,532.0,250.0
Gimme an 'F',1984,12,,,4,1,Paul Justman,18.0,12.0
Girls Nite Out,1982,10,9,16,4,1,Robert Deubel,38.0,36.0
Give My Regards to Broad Street,1984,3,20,,2,1,Peter Webb,41.0,6.0
Godzilla 1985,1985,14,10,15,6,4,"Koji Hashimoto, R.J. Kizer",67.0,59.0
Tsisperi mtebi anu daujerebeli ambavi,1983,12,3,,8,7,Eldar Shengelaia,9.0,2.0
Goma-2,1984,14,3,,8,1,José Antonio de la Loma,7.0,
Grace Quigley,1984,12,,,4,1,Anthony Harvey,10.0,12.0
"Grandview, U.S.A.",1984,3,,,4,1,Randal Kleiser,17.0,11.0
Gremlins,1984,12,6,10,4,1,Joe Dante,290.0,226.0
"Greystoke: The Legend of Tarzan, Lord of the Apes",1984,5,3,,2,1,Hugh Hudson,83.0,40.0
Growing Pains,1984,12,,,4,1,Robert Houston,5.0,4.0
La guerre des tuques,1984,5,12,3,8,5,André Mélançon,11.0,4.0
The Gunrunner,1989,2,3,,8,1,Nardo Castillo,6.0,2.0
"Gwen, le livre de sable",1985,18,5,6,7,5,Jean-François Laguionie,2.0,5.0
Gyakufunsha kazoku,1984,12,3,,6,4,Gakuryû Ishii,7.0,7.0
Hambone and Hillie,1983,12,3,,4,1,Roy Watts,4.0,3.0
Hard to Hold,1984,3,20,,4,1,Larry Peerce,18.0,7.0
Hardbodies,1984,12,,,4,1,Mark Griffiths,35.0,30.0
Harry & Son,1984,3,,,4,1,Paul Newman,13.0,8.0
Heartbreakers,1984,3,,,4,1,Bobby Roth,15.0,6.0
Heavenly Bodies,1984,3,7,,8,1,Lawrence Dane,17.0,13.0
Hell Riders,1984,14,3,,4,1,James Bryan,7.0,1.0
Histoire d'O: Chapitre 2,1984,3,,,7,5,Éric Rochat,4.0,3.0
The Hit,1984,2,3,16,2,1,Stephen Frears,46.0,32.0
Holi,1985,12,3,,8,7,Ketan Mehta,4.0,
Hollywood Hot Tubs,1984,12,,,4,1,Chuck Vincent,3.0,5.0
Hot Dog... The Movie,1984,12,7,17,4,1,Peter Markle,44.0,16.0
The Hotel New Hampshire,1984,12,3,,2,1,Tony Richardson,64.0,13.0
The House of God,1984,12,3,,4,1,Donald Wrye,15.0,2.0
La casa del tappeto giallo,1983,3,2,9,5,2,Carlo Lizzani,11.0,9.0
Hrafninn flýgur,1984,14,3,,8,7,Hrafn Gunnlaugsson,25.0,4.0
Huang tu di,1984,3,4,20,8,7,Kaige Chen,17.0,11.0
Hundra,1983,5,6,,8,7,Matt Cimber,22.0,21.0
The Ice Pirates,1984,14,5,12,4,1,Stewart Raffill,67.0,44.0
Iceman,1984,3,15,,4,1,Fred Schepisi,34.0,18.0
De illusionist,1983,12,,,8,7,Jos Stelling,3.0,3.0
Impatto mortale,1984,14,2,3,5,2,Fabrizio De Angelis,7.0,6.0
Impiegati,1985,12,3,,5,2,Pupi Avati,1.0,1.0
Impulse,1984,10,9,15,4,1,Graham Baker,21.0,11.0
Indiana Jones and the Temple of Doom,1984,14,5,,4,1,Steven Spielberg,595.0,154.0
The Initiation,1984,10,9,16,4,1,"Larry Stewart, Peter Crane",53.0,66.0
Inocência,1983,3,7,,8,7,Walter Lima Jr.,,
Inquilaab,1984,14,3,16,8,7,Rama Rao Tatineni,2.0,
The Astral Factor,1978,15,16,,4,1,"John Florea, Gene Fowler Jr.",35.0,11.0
Non c'è due senza quattro,1984,14,12,,5,1,Enzo Barboni,10.0,7.0
Irreconcilable Differences,1984,12,3,7,4,1,Charles Shyer,31.0,22.0
"István, a király",1984,4,20,,8,7,Gábor Koltay,4.0,
Jak básníci pricházejí o iluze,1985,12,,,8,7,Dusan Klein,2.0,
Johnny Dangerously,1984,12,2,,4,1,Amy Heckerling,66.0,24.0
Joy of Sex,1984,12,7,,4,1,Martha Coolidge,14.0,8.0
Joyeuses Pâques,1984,12,,,7,5,Georges Lautner,12.0,6.0
The Twin,1984,12,,,7,5,Yves Robert,3.0,1.0
Euer Weg führt durch die Hölle,1984,14,5,3,8,1,"Ernst Ritter von Theumer, Billy Fine",13.0,29.0
Just the Way You Are,1984,12,20,7,4,1,Édouard Molinaro,13.0,2.0
Jönssonligan får guldfeber,1984,12,2,,8,7,Mikael Ekman,2.0,1.0
Kai xin gui,1984,12,13,10,8,7,Clifton Ko,2.0,
Kamalolmolk,1984,1,3,4,8,7,Ali Hatami,2.0,2.0
Kaos,1984,12,3,7,5,2,"Paolo Taviani, Vittorio Taviani",17.0,15.0
The Karate Kid,1984,14,3,13,4,1,John G. Avildsen,272.0,101.0
"Katy, la oruga",1984,18,5,13,8,7,"José Luis Moro, Santiago Moro",9.0,4.0
Kaze no tani no Naushika,1984,18,5,6,6,4,Hayao Miyazaki,214.0,114.0
Kazoku gêmu,1983,12,3,,6,4,Yoshimitsu Morita,8.0,4.0
Kidco,1984,12,,,4,1,Ron Maxwell,9.0,3.0
The Killing Fields,1984,1,3,4,2,1,Roland Joffé,194.0,72.0
The Clairvoyant,1982,10,9,16,4,1,Armand Mastroianni,11.0,16.0
Killpoint,1984,14,,,4,1,Frank Harris,16.0,10.0
Klaani: Tarina Sammakoitten suvusta,1984,2,3,7,8,7,Mika Kaurismäki,,
Klassenverhältnisse,1984,3,,,8,3,"Danièle Huillet, Jean-Marie Straub",5.0,9.0
Kun Hunttalan Matti Suomen osti,1984,12,,,8,7,Markku Onttonen,1.0,
Kuai can che,1984,14,12,2,8,7,Sammo Kam-Bo Hung,40.0,41.0
Král Drozdia Brada,1984,12,3,6,8,7,Miloslav Luther,1.0,
Lassiter,1984,14,2,3,4,1,Roger Young,13.0,6.0
The Last Horror Film,1982,12,10,,4,1,David Winters,31.0,57.0
L'ultimo cacciatore,1980,14,3,16,5,1,Antonio Margheriti,18.0,34.0
The Last Starfighter,1984,14,5,15,4,1,Nick Castle,161.0,83.0
Ambavi Suramis tsikhitsa,1985,3,,,8,7,"Sergei Parajanov, Dodo Abashidze",8.0,18.0
La leggenda del rubino malese,1985,14,5,,5,2,Antonio Margheriti,6.0,4.0
Lentävät luupäät,1984,12,,,8,7,Spede Pasanen,,
Leviatán,1984,10,20,,8,7,Claudio Fragasso,45.0,41.0
De lift,1983,6,10,15,8,7,Dick Maas,55.0,52.0
Hung kuen dai see,1984,14,3,,8,7,Chia Tang,6.0,13.0
Lung hei bik yan,1984,12,10,,8,7,Ronny Yu,3.0,2.0
Liste noire,1984,14,,,7,5,Alain Bonnot,3.0,
The Little Drummer Girl,1984,16,,,4,1,George Roy Hill,30.0,8.0
The Lonely Guy,1984,12,,,4,1,Arthur Hiller,45.0,28.0
Love Scenes,1984,3,,,4,1,Bud Townsend,3.0,7.0
Love Streams,1984,3,,,4,7,John Cassavetes,29.0,43.0
Lovelines,1984,12,,,4,1,Rod Amateau,5.0,
Lyubov i golubi,1985,12,7,,8,6,Vladimir Menshov,4.0,
"Lucie, postrach ulice",1984,13,6,,8,7,Jindrich Polák,,
O Lugar do Morto,1984,3,9,7,8,7,António-Pedro Vasconcelos,1.0,1.0
Lui è peggio di me,1985,12,,,5,2,Enrico Oldoini,1.0,
Macho Man,1985,14,2,,8,3,Alexander Titus Benda,2.0,3.0
Chôjikû Yôsai Macross: Ai Oboeteimasuka,1984,18,14,5,6,4,"Noboru Ishiguro, Shôji Kawamori",26.0,7.0
Making the Grade,1984,12,7,,4,1,Dorian Walker,25.0,7.0
Mala pljacka vlaka,1984,12,3,,8,7,Dejan Sorak,1.0,
Mama Mia - Nur keine Panik,1984,12,,,8,3,Dieter Pröttel,1.0,
Mannen från Mallorca,1984,14,2,16,8,7,Bo Widerberg,7.0,4.0
Mao tou ying yu xiao fei xiang,1984,14,12,,8,7,Sammo Kam-Bo Hung,3.0,3.0
Marche à l'ombre,1984,12,3,,7,5,Michel Blanc,3.0,3.0
Maria's Lovers,1984,3,7,,4,1,Andrey Konchalovskiy,17.0,7.0
Mario,1984,3,6,,8,5,Jean Beaudin,3.0,
Martin's Day,1985,3,,,8,1,Alan Gibson,8.0,1.0
Mass Appeal,1984,3,,,4,1,Glenn Jordan,24.0,4.0
Me'Ahorei Hasoragim,1984,3,,,8,7,Uri Barbash,1.0,1.0
Meatballs Part II,1984,12,,,4,1,Ken Wiederhorn,20.0,8.0
Melvin: Son of Alvin,1984,12,,,8,1,John Eastway,2.0,
Memed My Hawk,1984,3,,,8,1,Peter Ustinov,2.0,2.0
Memórias do Cárcere,1984,3,,,8,7,Nelson Pereira dos Santos,1.0,1.0
Men Olsenbanden var ikke død!',1984,12,2,13,8,7,Knut Bohwim,,
Mesrine,1984,1,2,3,7,5,André Génovès,4.0,
Mi manda Picone,1984,12,,,5,2,Nanni Loy,3.0,
Micki + Maude,1984,12,7,,4,1,Blake Edwards,17.0,4.0
Midt om natten,1984,3,12,,8,7,Erik Balling,2.0,1.0
Mike's Murder,1984,3,9,16,4,1,James Bridges,21.0,10.0
Mil sexos tiene la noche,1984,10,16,,8,7,Jesús Franco,6.0,12.0
Missing in Action,1984,14,5,3,4,1,Joseph Zito,84.0,51.0
Misunderstood,1984,3,,,5,1,Jerry Schatzberg,14.0,
S certy nejsou zerty,1985,5,12,13,8,7,Hynek Bocan,3.0,2.0
Mohan Joshi Hazir Ho!,1984,3,,,8,7,Saeed Akhtar Mirza,1.0,
Monaco Forever,1984,12,,,4,1,William A. Levey,3.0,2.0
Moord in Extase,1984,2,3,16,8,7,Hans Scheepmaker,2.0,1.0
Les morfalous,1984,14,12,3,7,5,Henri Verneuil,3.0,4.0
Mortuary,1983,10,,,4,1,Howard Avedis,47.0,41.0
Moscow on the Hudson,1984,12,3,7,4,1,Paul Mazursky,51.0,14.0
Mrs. Soffel,1984,3,7,,4,1,Gillian Armstrong,24.0,5.0
The Muppets Take Manhattan,1984,5,12,3,4,1,Frank Oz,59.0,40.0
Murderock - Uccide a passo di danza,1984,9,16,,5,2,Lucio Fulci,24.0,58.0
My Brother's Wedding,1983,3,,,4,1,Charles Burnett,6.0,26.0
My First Wife,1984,3,,,8,1,Paul Cox,2.0,4.0
The Naked Face,1984,14,9,16,4,1,Bryan Forbes,17.0,8.0
The Natural,1984,3,17,,4,1,Barry Levinson,197.0,64.0
Nemo,1984,5,6,,2,1,Arnaud Sélignac,8.0,2.0
New York Nights,1984,3,7,,4,1,Simon Nuchtern,3.0,2.0
The Next One,1984,3,6,15,4,1,Nico Mastorakis,9.0,2.0
Next of Kin,1984,12,3,,8,1,Atom Egoyan,4.0,8.0
Night Patrol,1984,12,,,4,5,Jackie Kong,35.0,15.0
Night Shadows,1984,10,15,16,4,1,"John 'Bud' Cardos, Mark Rosman",67.0,51.0
Night Train to Terror,1985,10,,,4,1,"John Carr, Phillip Marshak",60.0,47.0
Night of the Comet,1984,12,10,15,4,1,Thom Eberhardt,182.0,150.0
A Nightmare on Elm Street,1984,10,,,4,1,Wes Craven,744.0,205.0
Nineteen Eighty-Four,1984,3,15,,2,1,Michael Radford,196.0,84.0
Ninja III: The Domination,1984,14,6,16,4,1,Sam Firstenberg,53.0,79.0
The Ninja Mission,1984,14,3,,8,1,Mats Helge Olsson,12.0,17.0
No Small Affair,1984,12,3,20,4,1,Jerry Schatzberg,10.0,9.0
Non ci resta che piangere,1984,12,6,,5,2,"Roberto Benigni, Massimo Troisi",12.0,1.0
Not for Publication,1984,12,2,9,4,1,Paul Bartel,3.0,1.0
Nothing Lasts Forever,1984,12,3,6,4,1,Tom Schiller,14.0,18.0
Notre histoire,1984,3,,,7,5,Bertrand Blier,7.0,5.0
Les nuits de la pleine lune,1984,3,7,,7,5,Éric Rohmer,9.0,15.0
O pokojniku sve najlepse,1984,12,,,8,7,Predrag Antonijevic,,
Odd Jobs,1986,12,,,4,1,Mark Story,5.0,3.0
Oddballs,1984,12,,,8,1,Miklós Lente,4.0,9.0
"Oh, God! You Devil",1984,12,6,,4,1,Paul Bogart,18.0,4.0
Old Enough,1984,3,,,4,1,Marisa Silver,9.0,10.0
Once Upon a Time in America,1984,2,3,,4,1,Sergio Leone,615.0,123.0
One Night Stand,1984,12,3,20,8,1,John Duigan,5.0,2.0
Ordeal by Innocence,1984,9,16,,2,1,"Desmond Davis, Alan Birkinshaw",19.0,8.0
Öszi almanach,1984,3,,,8,7,Béla Tarr,4.0,9.0
Over the Brooklyn Bridge,1984,12,,,4,1,Menahem Golan,8.0,
Oxford Blues,1984,12,3,17,2,1,Robert Boris,19.0,7.0
Paar,1984,3,,,8,7,Goutam Ghose,6.0,
Padre nuestro,1985,3,,,8,7,Francisco Regueiro,1.0,
Parad planet,1984,3,6,,8,6,Vadim Abdrashitov,3.0,
Paradise Motel,1985,12,,,4,1,Cary Medoway,7.0,4.0
"Paris, Texas",1984,3,,,8,1,Wim Wenders,199.0,95.0
Paroles et musique,1984,3,20,7,7,5,Élie Chouraqui,2.0,5.0
Paroma,1984,3,,,8,7,Aparna Sen,4.0,3.0
"Partir, revenir",1985,3,,,7,5,Claude Lelouch,5.0,
The Party Animal,1984,12,6,,8,1,David Beaird,28.0,9.0
A Passage to India,1984,5,3,4,2,1,David Lean,100.0,46.0
Pejzazi u magli,1984,3,,,8,7,Jovan Jovanovic,,
Peremena uchasti,1987,3,,,8,6,Kira Muratova,1.0,
Perfect Strangers,1984,2,3,16,4,1,Larry Cohen,7.0,10.0
Gwendoline,1984,5,6,,7,1,Just Jaeckin,30.0,53.0
Phenomena,1985,10,9,,5,2,Dario Argento,200.0,151.0
