title,year,genre1,genre2,genre3,country,language,director,reviews_from_users,reviews_from_critics
Divino Amor,2019,3,15,,8,7,Gabriel Mascaro,4.0,18.0
Harjeeta,2018,3,17,,8,7,Vijay Kumar Arora,7.0,
The Last Whistle,2019,3,17,,4,1,Rob Smat,8.0,4.0
D-Railed,2018,14,5,10,4,1,Dale Fabrigar,63.0,16.0
Nisekoi,2018,12,3,7,6,4,Hayato Kawai,,
Istoriya odnogo naznacheniya,2018,3,,,3,6,Dunya Smirnova,1.0,
Memorias de lo que no fue,2017,3,16,,8,7,Leopoldo Laborde,3.0,2.0
Aydede,2018,3,,,8,7,Abdurrahman Öner,4.0,1.0
Nancy Drew and the Hidden Staircase,2019,12,2,3,4,1,Katt Shea,45.0,26.0
La vérité,2019,3,,,7,5,Hirokazu Koreeda,3.0,35.0
Cucuy: The Boogeyman,2018,10,16,,4,1,Peter Sullivan,16.0,4.0
Hope Aur Hum,2018,12,3,13,8,7,Sudip Bandyopadhyay,7.0,5.0
Jiao tou 2: Wang zhe zai qi,2018,2,,,8,7,Cheng-Kuo Yen,1.0,3.0
438 dagar,2019,3,,,8,7,Jesper Ganslandt,,4.0
Madhura Raja,2019,14,12,3,8,7,Vysakh,62.0,4.0
Tito e os Pássaros,2018,18,14,3,8,7,"Gabriel Bitar, André Catoto",3.0,20.0
Seder-Masochism,2018,18,,,4,1,Nina Paley,3.0,5.0
Doom: Annihilation,2019,14,5,10,4,1,Tony Giglio,156.0,32.0
Waka okami wa shôgakusei!,2018,18,5,3,6,4,Kitarô Kôsaka,7.0,23.0
Terra Willy: Planète inconnue,2019,18,5,12,7,5,Eric Tosti,7.0,7.0
The Golem,2018,3,10,,8,1,"Doron Paz, Yoav Paz",47.0,39.0
King of Boys,2018,3,,,8,7,Kemi Adetiba,39.0,1.0
Everybody's Talking About Jamie,2018,3,19,,2,1,Jonathan Butterell,2.0,5.0
La camarista,2018,3,,,8,7,Lila Avilés,6.0,34.0
Tone-Deaf,2019,12,10,16,4,1,Richard Bates Jr.,30.0,53.0
One Must Fall,2018,12,10,,4,7,Antonio Pantoja,45.0,10.0
Si muore tutti democristiani,2017,12,,,5,2,"Pietro Belfiore, Il Terzo Segreto di Satira",1.0,4.0
Maharshi,2019,14,3,,8,7,Vamshi Paidipally,141.0,6.0
Zoo-Head,2019,15,16,,2,1,Navin Dev,8.0,3.0
Loro 2,2018,1,,,5,2,Paolo Sorrentino,3.0,41.0
Phamous,2018,12,2,3,8,7,Karan Butani,7.0,5.0
Vaibhav Sethia: Don't,2018,12,,,8,1,Manu Prakash Singh,4.0,1.0
The Burnt Orange Heresy,2019,14,3,16,2,1,Giuseppe Capotondi,2.0,9.0
Janelle Monáe: Dirty Computer,2018,20,,,4,1,"Andrew Donoho, Chuck Lightning",9.0,2.0
La virgen de agosto,2019,3,,,8,7,Jonás Trueba,,9.0
Tej... I Love You,2018,7,,,8,7,A. Karunakaran,,3.0
Los silencios,2018,3,,,8,7,Beatriz Seigner,2.0,15.0
Shonar Pahar,2018,3,,,8,7,Parambrata Chattopadhyay,2.0,
Annabelle Comes Home,2019,10,9,16,4,1,Gary Dauberman,648.0,211.0
Cradle Robber,2019,16,,,4,1,Danny Buday,8.0,1.0
5 è il numero perfetto,2019,2,3,16,5,2,Igor Tuveri,,14.0
Karmouz War,2018,14,2,4,8,7,Peter Mimi,22.0,5.0
Christmas Camp,2018,3,13,7,4,1,Jeff Fisher,17.0,2.0
Witches in the Woods,2019,10,9,16,8,1,Jordan Barker,26.0,12.0
Tonno spiaggiato,2018,12,,,5,2,Matteo Martinez,2.0,
Deadly Switch,2019,9,16,,4,1,Svetlana Cvetko,40.0,2.0
Hero of My Time,2018,12,3,,8,7,Tonya Noyabrova,2.0,1.0
After Midnight,2019,3,10,15,4,1,"Jeremy Gardner, Christian Stella",2.0,29.0
Alone We Fight,2018,14,8,,4,1,Justin Lee,14.0,2.0
Sorry We Missed You,2019,3,,,2,1,Ken Loach,37.0,68.0
Le jeune Ahmed,2019,3,,,8,5,"Jean-Pierre Dardenne, Luc Dardenne",3.0,39.0
"Roubaix, une lumière",2019,2,3,,7,5,Arnaud Desplechin,5.0,26.0
It Must Be Heaven,2019,12,,,7,1,Elia Suleiman,3.0,17.0
Climax,2018,3,10,20,7,5,Gaspar Noé,286.0,267.0
Psychobitch,2019,3,,,8,7,Martin Lund,,4.0
Cam,2018,10,9,16,4,1,Daniel Goldhaber,240.0,115.0
Vinaya Vidheya Rama,2019,14,,,8,7,Boyapati Srinu,77.0,4.0
Brokedown,2018,10,16,,4,1,John Reign,20.0,
Birbal Trilogy,2019,16,,,8,7,M.G. Srinivas,10.0,2.0
Haami,2018,3,,,8,7,"Shiboprosad Mukherjee, Nandita Roy",6.0,
Crawl,2019,14,3,10,4,1,Alexandre Aja,641.0,248.0
Adanga Maru,2018,14,16,,8,7,Karthik Thangavel,19.0,5.0
Tutto il mio folle amore,2019,3,,,5,2,Gabriele Salvatores,,5.0
As Zvaigzde,2018,12,,,8,7,Robertas Kuliunas,,
Corporate Animals,2019,12,10,,4,1,Patrick Brice,19.0,31.0
Mu hou wan jia,2018,9,16,,8,7,Pengyuan Ren,5.0,7.0
Chaem-pi-eon,2018,3,17,,8,7,Yong-wan Kim,4.0,10.0
The Wedding Year,2019,12,,,4,1,Robert Luketic,7.0,6.0
Miss Granny,2018,12,6,20,8,7,Joyce Bernal,124.0,
Vivarium,2019,9,15,,4,1,Lorcan Finnegan,3.0,31.0
Swallow,2019,3,10,16,4,1,Carlo Mirabella-Davis,2.0,17.0
Guptodhoner Sondhane,2018,5,,,8,7,Dhrubo Banerjee,7.0,1.0
Texas,2018,14,5,12,8,7,Masoud Atyabi,,12.0
Dronningen,2019,3,,,8,7,May el-Toukhy,11.0,31.0
Deok-gu,2018,3,,,8,7,Soo-in Bang,2.0,
Pikovaya dama. Zazerkalye,2019,10,,,3,6,Aleksandr Domogarov,1.0,2.0
Çiçero,2019,14,2,3,8,7,Serdar Akar,21.0,4.0
A Dog's Journey,2019,12,3,13,8,1,Gail Mancuso,125.0,54.0
Instinct,2019,3,16,,8,7,Halina Reijn,12.0,11.0
House Shark,2017,14,5,12,4,1,Ron Bonk,26.0,11.0
Dear Comrade,2019,14,3,7,8,7,Bharat Kamma,111.0,11.0
Héraðið,2019,12,3,,8,7,Grímur Hákonarson,,15.0
Bungou Stray Dogs: Dead Apple,2018,18,,,6,4,Takuya Igarashi,4.0,
El silencio de la ciudad blanca,2019,2,3,16,8,7,Daniel Calparsoro,2.0,3.0
Witnesses,2019,2,10,16,4,1,Christopher Burgart,16.0,1.0
Hoichoi Unlimited,2018,3,,,8,7,Aniket Chattopadhyay,5.0,
Savita Damodar Paranjpe,2018,16,,,8,7,Swapna Waghmare Joshi,12.0,
Pataakha,2018,14,12,3,8,7,Vishal Bhardwaj,70.0,11.0
Amavas,2019,10,16,,8,7,Bhushan Patel,10.0,2.0
Tanki,2018,14,12,4,3,6,Kim Druzhinin,2.0,
The Gambinos,2019,2,3,,8,7,Girish Panicker Mattada,,
Mazhayathu,2018,3,13,,8,7,K.P. Suveeran,,
Farzand,2018,4,,,8,7,Digpal Lanjekar,7.0,1.0
Sultan: The Saviour,2018,16,,,8,7,Raja Chanda,1.0,
Darlin',2019,10,16,,4,1,Pollyanna McIntosh,13.0,51.0
Mon ket,2018,3,,,7,5,François Damiens,,3.0
Portal,2019,10,16,,4,1,Dean Alioto,6.0,9.0
Damien veut changer le monde,2019,12,,,7,5,Xavier de Choudens,1.0,3.0
Babyteeth,2019,12,3,,8,1,Shannon Murphy,1.0,19.0
Nham Mat Thay Mua He,2018,3,7,,8,7,Cao Thuy Nhi,4.0,
Killers Anonymous,2019,14,2,9,2,1,Martin Owen,51.0,20.0
Robert Reborn,2019,10,,,2,1,Andrew Jones,17.0,6.0
Cumali Ceber 2,2018,12,,,8,7,Kamil Cetin,2.0,
Tutsak,2018,10,16,,8,7,Beyza Çimenot,,
Chao shi kong tong ju,2018,12,6,7,8,7,Lun Su,5.0,12.0
The Two Popes,2019,12,3,,2,7,Fernando Meirelles,5.0,18.0
El amor menos pensado,2018,12,7,,8,7,Juan Vera,7.0,24.0
Allu Ramendran,2019,12,3,,8,7,Bilahari,5.0,2.0
Ventajas de viajar en tren,2019,16,,,8,7,Aritz Moreno,,8.0
Rabbia furiosa,2018,2,10,16,5,2,Sergio Stivaletti,,4.0
Mangalyam Thanthunanena,2018,12,13,,8,7,Soumya Sadanandan,5.0,2.0
Más sabe el Diablo por Viejo,2018,12,,,8,7,José Pepe Bojórquez,,11.0
Dakuaan Da Munda,2018,14,1,3,8,7,Mandeep Benipal,10.0,1.0
Comment tuer sa mère,2018,12,,,7,5,"David Diane, Morgan Spillemaecker",,1.0
Kaappaan,2019,14,16,,8,7,K.V. Anand,95.0,5.0
Kumbalangi Nights,2019,12,3,7,8,7,Madhu C. Narayanan,101.0,14.0
L'école est finie,2018,12,,,7,5,Anne Depétrini,1.0,
We Belong Together,2018,16,,,4,1,Chris Stokes,35.0,5.0
Azraille Dans,2018,12,,,8,7,Uzun Sinan,1.0,
Lie Low,2019,3,16,,2,1,Jamie Noel,12.0,2.0
Moschettieri del re - La penultima missione,2018,5,12,,5,7,Giovanni Veronesi,2.0,5.0
Running Out Of Time,2018,16,,,4,1,Chris Stokes,48.0,3.0
Abrakadabra,2018,10,9,16,8,1,"Luciano Onetti, Nicolás Onetti",2.0,6.0
Chuva É Cantoria Na Aldeia Dos Mortos,2018,3,,,8,7,"Renée Nader Messora, João Salaviza",,11.0
En komikers uppväxt,2019,3,,,8,7,Rojda Sekersöz,,4.0
The Wind,2018,10,11,,4,1,Emma Tammi,62.0,80.0
Jalebi,2018,3,,,8,7,Pushpdeep Bhardwaj,74.0,2.0
Drama,2018,12,3,,8,7,Renjith,6.0,4.0
Helicopter Eela,2018,3,,,8,7,Pradeep Sarkar,35.0,7.0
Bidai Byomkesh,2018,3,,,8,7,Debaloy Bhattacharya,10.0,
Xie bu ya zheng,2018,14,2,3,8,7,Wen Jiang,16.0,7.0
Nasil Yani,2016,12,,,8,7,Ayhan Özen,,
Soltera Codiciada,2018,12,,,8,7,"Bruno Ascenzo, Joanna Lombardi",10.0,2.0
Gut gegen Nordwind,2019,3,7,,1,3,Vanessa Jopp,2.0,17.0
Wintermärchen,2018,3,,,1,3,Jan Bonny,1.0,20.0
Lykke-Per,2018,3,,,8,7,Bille August,37.0,9.0
Joel,2018,3,,,8,7,Carlos Sorin,5.0,3.0
Lust Stories,2018,3,7,,8,7,"Zoya Akhtar, Dibakar Banerjee",72.0,15.0
A Herdade,2019,3,,,8,7,Tiago Guedes,3.0,10.0
Organize Isler: Sazan Sarmali,2019,12,,,8,7,Yilmaz Erdogan,27.0,3.0
Ga wo man see geng,2019,12,,,8,7,Herman Yau,3.0,7.0
Jan Palach,2018,1,,,8,7,Robert Sedlácek,2.0,6.0
Dear Ex,2018,12,3,7,8,7,"Chih-Yen Hsu, Mag Hsu",14.0,13.0
Christmas Harmony,2018,12,3,19,4,1,Nanea Miyata,10.0,1.0
Pet Graveyard,2019,5,6,10,2,1,Rebecca Matthews,17.0,16.0
La disparition des lucioles,2018,3,,,8,5,Sébastien Pilote,3.0,7.0
Poinsettias for Christmas,2018,13,,,8,1,Christie Will Wolf,5.0,1.0
Kiraz Mevsimi,2018,3,,,8,7,Durmus Akbulut,,1.0
Female Human Animal,2018,9,7,16,8,1,Josh Appignanesi,1.0,13.0
Vijetha,2018,3,,,8,7,Rakesh Sashi,,
El Cuento de las Comadrejas,2019,12,3,,8,7,Juan José Campanella,6.0,19.0
Karakomik Filmler: 2 Arada,2019,12,3,,8,7,Cem Yilmaz,9.0,8.0
Ride,2018,14,,,5,1,Jacopo Rondinelli,2.0,14.0
Pihu,2018,3,16,,8,7,Kapri Vinod,60.0,6.0
Wat Is Dan Liefde,2019,12,,,8,7,Aniëlle Webster,1.0,2.0
Kanaa,2018,3,17,,8,7,Arunraja Kamaraj,21.0,5.0
100,2019,14,,,8,7,Sam Anton,16.0,3.0
Shéhérazade,2018,3,7,16,7,5,Jean-Bernard Marlin,8.0,11.0
Une colonie,2018,3,,,8,5,Geneviève Dulude-De Celles,2.0,11.0
Podbrosy,2018,2,3,,3,6,Ivan I. Tverdovskiy,2.0,7.0
High Flash,2018,2,3,,8,7,Ching Shen Chuang,,1.0
En las buenas y en las malas,2019,12,7,,8,7,Gabriel Barragan Senties,1.0,
Verliefd op Cuba,2019,12,3,7,8,7,Johan Nijenhuis,3.0,4.0
Domestik,2018,3,,,8,7,Adam Sedlák,2.0,10.0
Ma reum,2018,12,13,,7,5,Frédéric Quiring,4.0,4.0
Gojira: hoshi wo kû mono,2018,18,14,5,6,4,"Hiroyuki Seshita, Kôbun Shizuno",71.0,28.0
Deniz ve Günes,2018,3,,,8,7,Baris Denge,,
Steam Room Stories: The Movie!,2019,12,,,4,1,J.C. Calciano,7.0,8.0
Sense8: The Series Finale Official Trailer,2018,3,15,,8,1,Josh Oreck,6.0,
Mocking Of Christ,2018,3,,,8,7,Jani Bojadzi,6.0,
Sword of Trust,2019,12,3,,4,1,Lynn Shelton,23.0,41.0
Somnium,2018,16,,,4,1,Joseph Ciminera,26.0,2.0
Apocalyptic 2077,2019,14,15,,2,7,Marc Hamill,8.0,2.0
Neevevaro,2018,7,,,8,7,Hari Nath,7.0,1.0
Teri Bhabhi Hai Pagle,2018,14,12,,8,7,Vinod Tiwari,7.0,
India's Most Wanted,2019,14,16,,8,7,Raj Kumar Gupta,67.0,16.0
The Room,2019,3,9,15,7,1,Christian Volckman,19.0,4.0
Sid & Aya: Not a Love Story,2018,3,,,8,7,Irene Villamor,3.0,3.0
Clownado,2019,12,10,,4,1,Todd Sheets,28.0,44.0
Porno,2019,12,10,,4,1,Keola Racela,3.0,32.0
Niña errante,2018,3,,,8,7,Rubén Mendoza,,4.0
Long xia jing cha,2018,12,2,,8,7,Xinyun Li,3.0,4.0
Taksi bluz,2019,5,12,7,8,7,Miroslav Stamatov,4.0,3.0
Jai mat ze moon,2018,14,2,16,8,7,Herman Yau,5.0,6.0
Ee Nagaraniki Emaindi,2018,12,3,,8,7,Tharun Bhascker Dhaassyam,15.0,6.0
Les Salopes or The Naturally Wanton Pleasure of Skin,2018,3,,,8,5,Renée Beaulieu,,6.0
Hedefim Sensin,2018,12,,,8,7,Kivanç Baruönü,5.0,3.0
Borç,2018,3,,,8,7,Vuslat Saraçoglu,,1.0
3 vakte kadar,2018,12,,,8,7,"Volkan Gültekin, Özlem Kayhan",,
Lun lok yan,2018,3,,,8,7,Oliver Siu Kuen Chan,7.0,13.0
Saturday Fiction,2019,3,4,,8,7,Ye Lou,2.0,18.0
Sauerkrautkoma,2018,12,2,,1,3,Ed Herzog,2.0,16.0
Lailat Hana wa Suroor,2018,14,12,,8,7,Husain El-Minbawi,2.0,
Sueño Florianópolis,2018,12,3,7,8,7,Ana Katz,,5.0
Îmi este indiferent daca în istorie vom intra ca barbari,2018,12,3,,8,7,Radu Jude,12.0,40.0
Komola Rocket,2018,3,,,8,7,Noor Imran Mithu,8.0,
The Other Story,2018,3,,,8,7,Avi Nesher,7.0,5.0
Satanic Panic,2019,12,10,,4,1,Chelsea Stardust,33.0,87.0
Christmas in the Wild,2019,12,3,7,4,1,Ernie Barbarash,85.0,15.0
Creep Nation,2019,10,16,,8,1,John Geddes,7.0,3.0
Target,2018,12,16,,8,7,Raditya Dika,7.0,10.0
Chata na prodej,2018,12,3,,8,7,Tomás Pavlícek,,6.0
Kuntilanak,2018,12,10,,8,7,Rizal Mantovani,12.0,11.0
Nonsense,2018,3,7,17,8,7,Mc Jithin,26.0,
Paraíso Perdido,2018,3,20,19,8,7,Monique Gardenberg,1.0,6.0
Ricchi di fantasia,2018,12,,,5,2,Francesco Miccichè,,2.0
Il campione,2019,3,,,5,2,Leonardo D'Agostini,4.0,10.0
Amici come prima,2018,12,,,5,2,"Christian De Sica, Brando De Sica",2.0,7.0
Se son rose,2018,12,,,5,2,Leonardo Pieraccioni,,3.0
Kafir: Bersekutu dengan Setan,2018,10,,,8,7,Azhar Kinoi Lubis,8.0,7.0
The Warden,2019,3,9,7,8,7,Nima Javidi,16.0,25.0
Vsechno bude,2018,12,3,,8,7,Olmo Omerzu,1.0,15.0
Nicky Larson et le parfum de Cupidon,2018,14,12,2,7,5,Philippe Lacheau,12.0,7.0
Les fauves,2018,3,16,,7,5,Vincent Mariette,2.0,7.0
EXT. Night,2018,5,1,3,8,7,Ahmad Abdalla,4.0,1.0
Dolemite Is My Name,2019,1,12,3,4,1,Craig Brewer,214.0,105.0
Pinky Memsaab,2018,3,13,,8,7,Shazia Ali Khan,17.0,4.0
Xi hong shi shou fu,2018,12,,,8,7,"Da-Mo Peng, Fei Yan",10.0,2.0
I Hope You'll Die Next Time,2018,3,16,,8,7,,2.0,
Spitak,2018,14,3,,8,7,Aleksandr Kott,3.0,
Beats,2019,3,,,4,1,Chris Robinson,41.0,12.0
Sumaho o otoshita dake na no ni,2018,9,16,,6,4,Hideo Nakata,2.0,
Aanakkallan,2018,12,9,,8,7,Suresh Divakar,2.0,1.0
Kill Chain,2019,14,16,,4,1,Ken Sanzel,31.0,2.0
Silly Fellows,2018,12,,,8,7,Srinivasa Rao Bhimaneni,,2.0
Aatagadharaa Siva,2018,14,12,3,8,7,Chandra Siddhartha,7.0,
Systemsprenger,2019,3,,,1,3,Nora Fingscheidt,7.0,33.0
Chamboultout,2019,12,,,7,5,Eric Lavaine,4.0,4.0
La Befana vien di notte,2018,12,6,,5,2,Michele Soavi,3.0,9.0
Ji wu,2018,10,,,8,7,Jeffrey Chiang,3.0,2.0
The Dawnseeker,2018,15,,,4,1,Justin Price,74.0,10.0
Bundy and the Green River Killer,2019,2,3,16,2,1,Andrew Jones,48.0,9.0
Romeo Akbar Walter,2019,14,3,16,8,7,Robbie Grewal,135.0,16.0
Jesus Shows You the Way to the Highway,2019,14,12,15,8,1,Miguel Llansó,4.0,9.0
Deadsight,2018,10,,,8,1,Jesse Thomas Cook,11.0,20.0
The Hoard,2018,12,10,,8,1,"Jesse Thomas Cook, Matt Wiele",5.0,12.0
Varavva,2019,1,2,3,3,6,Evgeniy Emelin,,
La grande noirceur,2018,3,4,,8,5,Maxime Giroux,1.0,4.0
Aurora,2019,12,3,7,8,7,Miia Tervo,1.0,7.0
Cheat the Hangman,2018,3,11,,4,1,Christopher Forbes,10.0,
Killer in a Red Dress,2018,16,,,4,1,Lisa France,,1.0
Joseph,2018,3,16,,8,7,M. Padmakumar,46.0,4.0
4x4,2019,14,2,15,8,7,Mariano Cohn,2.0,13.0
Tyhjiö,2018,12,3,,8,7,Aleksi Salmenperä,1.0,
Jeungin,2019,2,3,,8,7,Han Lee,9.0,3.0
Crypto,2019,2,3,16,4,1,John Stalberg Jr.,49.0,7.0
Take Me Somewhere Nice,2019,3,,,8,7,Ena Sendijarevic,5.0,9.0
L'adieu à la nuit,2019,3,,,7,5,André Téchiné,2.0,13.0
Herstory,2018,3,,,8,7,Kyu-dong Min,,5.0
Manyeo,2018,14,9,,8,7,Hoon-jung Park,33.0,35.0
The House on Mansfield Street,2018,10,,,2,1,Richard Mansfield,10.0,9.0
Perfectos desconocidos,2018,12,,,8,7,Manolo Caro,3.0,11.0
Jane and Emma,2018,3,,,4,1,Chantelle Squires,4.0,1.0
B.A. Pass 2,2017,3,,,8,7,Shadab Khan,26.0,
Load Wedding,2018,5,12,3,8,7,Nabeel Qureshi,37.0,7.0
Ana e Vitória,2018,1,12,20,8,7,Matheus Souza,4.0,2.0
The Utah Cabin Murders,2019,2,10,,2,1,Andrew Jones,17.0,
Secrets in the Hot Spring,2018,12,10,,8,7,Kuan-Hui Lin,12.0,3.0
X&Y,2018,3,,,8,7,Anna Odell,3.0,4.0
Doshman-e zan,2018,12,7,,8,7,Karim Amini,,7.0
Purity Falls,2019,16,,,4,1,Sam Irvin,4.0,1.0
Un giorno all'improvviso,2018,3,,,5,2,Ciro D'Emilio,,5.0
Geetha Govindam,2018,3,7,,8,7,Parasuram,102.0,4.0
Paper Boy,2018,7,,,8,7,Jayashankarr,3.0,
Inside Game,2019,3,,,4,1,Randall Batinkoff,17.0,4.0
Uma Quase Dupla,2018,14,12,2,8,7,Marcus Baldini,3.0,3.0
Ask Bu Mu?,2018,12,3,7,8,7,Ömer Ugur,,1.0
Elves,2018,10,,,4,1,Jamaal Burden,6.0,23.0
L'uomo del labirinto,2019,16,,,5,2,Donato Carrisi,,8.0
Karma,2019,10,16,,8,7,Wei-Heng Chung,2.0,
Canary,2018,3,19,8,8,7,Christiaan Olwagen,4.0,12.0
The Wrong Friend,2018,16,,,4,1,David DeCoteau,12.0,2.0
Il signor Diavolo,2019,10,9,16,5,2,Pupi Avati,1.0,18.0
Pulang,2018,3,,,8,7,Kabir Bhatia,14.0,5.0
Let's Dance,2019,12,3,20,7,5,Ladislas Chollat,1.0,1.0
Beaux-parents,2019,12,,,7,5,Héctor Cabello Reyes,1.0,1.0
"Sarkari. Hi. Pra. Shale Kasaragodu, Koduge: Ramanna Rai",2018,3,,,8,7,Rishab Shetty,26.0,2.0
Sankashta Kara Ganapathi,2018,12,7,,8,7,Arjun Kumar,2.0,1.0
Portrait de la jeune fille en feu,2019,3,7,,7,5,Céline Sciamma,24.0,86.0
Kidnapping Stella,2019,16,,,1,3,Thomas Sieben,63.0,18.0
Bratstvo,2019,14,3,8,3,6,Pavel Lungin,3.0,4.0
Occult Angel,2018,9,,,2,1,Andy Roberts,3.0,
Santet,2018,10,,,8,1,Helfi C.H. Kardit,9.0,1.0
Plagi Breslau,2018,14,2,16,8,7,Patryk Vega,3.0,2.0
Minha Vida em Marte,2018,12,,,8,7,Susana Garcia,3.0,2.0
Kidu,2018,14,3,7,8,7,"Majeed Abu, Majeed Abu",,
An Affair to Die For,2019,16,,,8,1,Víctor García,36.0,7.0
Anandi Gopal,2019,1,,,8,7,Sameer Vidwans,9.0,
Last Christmas,2019,12,3,7,2,1,Paul Feig,147.0,86.0
Bonhomme,2018,3,7,,7,5,Marion Vernoux,1.0,3.0
Swingers,2018,12,,,8,7,Pamela Tola,2.0,
Hebe: A Estrela do Brasil,2019,1,3,,8,7,Maurício Farias,,3.0
Alien Predator,2018,14,5,10,4,1,Jared Cohn,50.0,6.0
Les invisibles,2018,12,3,,7,5,Louis-Julien Petit,1.0,21.0
Asees,2018,3,,,8,7,Rana Ranbir,7.0,
Amityville: Mt. Misery Rd.,2018,10,9,16,4,1,"Chuck Morrongiello, Karolina Morrongiello",56.0,4.0
Johny Johny Yes Appa,2018,12,,,8,7,G. Marthandan,5.0,2.0
The Farewell,2019,12,3,,4,7,Lulu Wang,131.0,153.0
The Climb,2019,12,3,,4,1,Michael Angelo Covino,1.0,18.0
Yanimda Kal,2018,7,,,8,7,Mustafa Ugur Yagcioglu,1.0,2.0
President Evil,2018,12,10,,4,1,Richard Lowry,14.0,17.0
June,2019,3,19,7,8,7,Ahammed Khabeer,25.0,4.0
Club der roten Bänder - Wie alles begann,2019,3,,,1,3,Felix Binder,,10.0
De De Pyaar De,2019,12,7,,8,7,Akiv Ali,121.0,15.0
Boze Cialo,2019,3,,,8,7,Jan Komasa,6.0,12.0
Bluff Master,2018,2,16,,8,7,Gopi Ganesh,4.0,
Subrahmanyapuram,2018,3,9,16,8,7,"Santhossh Jagarlapudi, Ramoji Suresh",,1.0
Nannu Dochukunduvate,2018,7,,,8,7,R.S. Naidu,6.0,4.0
Waves,2019,3,7,17,4,1,Trey Edward Shults,16.0,42.0
Nguoi Bât Tu,2018,6,10,16,8,7,Victor Vu,4.0,
Hors normes,2019,12,3,,7,5,"Olivier Nakache, Éric Toledano",3.0,9.0
Venise n'est pas en Italie,2019,12,3,,7,5,Ivan Calbérac,1.0,3.0
Eternal Code,2019,14,,,4,1,Harley Wallen,60.0,21.0
Stargate Origins: Catherine,2018,5,4,15,4,1,Mercedes Bryce Morgan,42.0,
The Unorthodox,2018,12,3,4,8,7,Eliran Malka,6.0,2.0
Juliusz,2018,12,7,,8,7,Aleksander Pietrzak,,
Love Live! Sunshine!! The School Idol Movie Over The Rainbow,2019,18,20,,6,4,,1.0,
118,2019,14,16,,8,7,K.V. Guhan,17.0,3.0
O Banquete,2018,3,16,,8,7,Daniela Thomas,,7.0
10 giorni senza mamma,2019,12,,,5,2,Alessandro Genovesi,,6.0
Family Vanished,2018,16,,,4,1,Robert Malenfant,5.0,1.0
Devadas,2018,14,12,3,8,7,Sriram Adittya,11.0,4.0
Halloween at Aunt Ethel's,2019,12,10,,4,1,Joseph Mazzaferro,37.0,11.0
Child's Play,2019,10,,,7,1,Lars Klevberg,714.0,247.0
Domani è un altro giorno,2019,12,3,,5,2,Simone Spada,,4.0
Banjara: The truck driver,2018,3,7,,8,7,Mushtaq Pasha,12.0,
Qismat,2018,3,7,,8,7,Jagdeep Sidhu,60.0,3.0
Rx 100,2018,14,3,7,8,7,Ajay Bhupathi,37.0,5.0
Byomkesh Gotro,2018,2,9,16,8,7,Arindam Sil,2.0,
Qalb Ummuh,2018,12,,,8,7,Amr Salah,1.0,
Oru Yamandan Premakadha,2019,12,3,7,8,7,B.C. Noufal,29.0,1.0
Sensei Kunshu,2018,7,,,6,4,Shô Tsukikawa,4.0,1.0
Si Doel the Movie,2018,3,,,8,7,Rano Karno,1.0,9.0
Jeanne,2019,3,,,7,5,Bruno Dumont,3.0,11.0
Invoking 5,2018,10,,,4,1,"Malachi Cull, Zach Lorkiewicz",6.0,1.0
Antony & Cleopatra,2018,3,,,2,1,Simon Godwin,1.0,2.0
24 Kisses,2018,7,,,8,7,Ayodhyakumar Krishnamsetty,1.0,1.0
The Fear Footage,2018,10,,,4,1,Ricky Umberger,118.0,9.0
Her Sey Seninle Güzel,2018,12,7,,8,7,Cem Karci,2.0,
Kaos,2018,2,3,9,8,7,Semir Aslanyürek,,1.0
Tabi no Owari Sekai no Hajimari,2019,3,,,6,4,Kiyoshi Kurosawa,1.0,13.0
My Mr. Wife,2018,12,,,8,7,Charlie Nguyen,,
Grandmother's Gold,2018,12,,,4,1,Brian Jordan Alvarez,1.0,
21 Bridges,2019,14,2,3,4,1,Brian Kirk,,
Chi La Sow,2018,12,7,,8,7,Rahul Ravindran,10.0,4.0
God Only Knows,2019,3,,,8,1,Mijke de Jong,,1.0
Mikhael,2019,14,16,,8,7,Haneef Adeni,34.0,4.0
Sophia Antipolis,2018,3,,,7,5,Virgil Vernier,1.0,10.0
The Dead Don't Die,2019,12,6,10,8,1,Jim Jarmusch,770.0,287.0
Sibel,2018,3,,,8,7,"Guillaume Giovanetti, Çagla Zencirci",5.0,36.0
Tudo por um Pop Star,2018,12,13,20,8,7,Bruno Garotti,,1.0
Lupt,2018,10,16,,8,7,Prabhuraj,150.0,13.0
Hezarpa,2018,12,3,8,8,7,Abolhassan Davoodi,5.0,34.0
DZIDZIO First Time,2018,12,,,8,7,"Taras Dron, Mykhailo Khoma",,3.0
Prassthanam,2019,14,3,,8,7,Deva Katta,,87.0
Kurier,2019,14,3,4,8,7,Wladyslaw Pasikowski,4.0,1.0
The Viking War,2019,4,,,2,1,Louisa Warren,18.0,1.0
Hell House LLC II: The Abaddon Hotel,2018,10,,,4,1,Stephen Cognetti,47.0,18.0
Can You Keep a Secret?,2019,12,7,,4,1,Elise Duran,67.0,8.0
I Trapped the Devil,2019,3,10,9,4,1,Josh Lobo,41.0,56.0
A Christmas Prince: The Royal Wedding,2018,3,7,,4,1,John Schultz,63.0,17.0
Instakiller,2018,16,,,4,1,Craig Goldstein,3.0,2.0
The Day After Valentine's,2018,7,,,8,7,Jason Paul Laxamana,3.0,1.0
A.M.I.,2019,10,,,8,1,Rusty Nixon,54.0,11.0
