title,year,genre1,genre2,genre3,country,language,director,reviews_from_users,reviews_from_critics
The Boat,2018,9,16,,2,1,Winston Azzopardi,51.0,6.0
Doris,2018,12,,,8,7,Albert Jan van Rees,,1.0
Shaadi Mein Zaroor Aana,2017,3,13,7,8,7,Ratnaa Sinha,125.0,10.0
Seung joi nei jor yau,2017,10,16,,8,7,Herman Yau,1.0,5.0
Ah Boys to Men 4,2017,14,12,,8,1,Jack Neo,1.0,2.0
Neerali,2018,14,5,3,8,7,Ajoy Varma,21.0,3.0
The House Next Door,2017,10,,,8,7,Milind Rau,23.0,8.0
Silencio,2018,3,9,16,8,7,Lorena Villarreal,8.0,19.0
Zhong Ying jie 1 hao,2018,4,,,8,7,Derek Chiu,,10.0
Ghostbox Cowboy,2018,14,5,12,8,1,John Maringouin,3.0,6.0
Polyxeni,2017,3,,,8,7,Dora Masklavanou,,1.0
The Gallows Act II,2019,10,9,16,4,1,"Travis Cluff, Chris Lofing",18.0,14.0
Sune vs. Sune,2018,12,13,,8,7,Jon Holmberg,1.0,5.0
Jeff Lynne's ELO: Wembley or Bust,2017,20,,,2,1,Paul Dugdale,13.0,
Attraction,2018,12,7,,8,7,Martin Makariev,4.0,
Non ci resta che il crimine,2019,12,2,6,5,2,Massimiliano Bruno,1.0,4.0
Zhizn vperedi,2017,12,,,3,6,Karen Oganesyan,,3.0
Fall City,2018,3,7,,4,1,Nathan D. Lee,19.0,
Invoking 4,2017,10,,,4,1,Adam O'Brien,,
Nematoma,2019,3,16,,8,7,Ignas Jonynas,,2.0
Le grand bain,2018,12,3,17,8,5,Gilles Lellouche,16.0,64.0
Dark Web,2017,10,,,4,1,"Ramsey Attia, Alessandro Frosali",10.0,2.0
14 Cameras,2018,2,3,10,4,1,"Seth Fuller, Scott Hussion",41.0,13.0
The Drone,2019,12,10,,4,1,Jordan Rubin,15.0,18.0
Dead Pigs,2018,12,3,13,8,7,Cathy Yan,3.0,18.0
Ribâzu ejji,2018,2,,,6,4,Isao Yukisada,1.0,27.0
Der Trafikant,2018,3,,,8,3,Nikolaus Leytner,3.0,30.0
Eeda,2018,3,7,,8,7,Ajithkumar,2.0,2.0
Der Vorname,2018,12,,,1,3,Sönke Wortmann,7.0,22.0
B. Tech,2018,12,7,16,8,7,Mridul Nair,11.0,1.0
Pryputni,2017,12,3,,8,7,Arkadiy Nepytaliuk,,
The Tooth and the Nail,2017,3,16,,8,7,"Sik Jung, Hwi Kim",2.0,1.0
Xiang ai xiang qin,2017,3,20,,8,7,Sylvia Chang,3.0,7.0
Xue guan yin,2017,9,16,,8,7,Ya-che Yang,6.0,16.0
Gultoo,2018,2,3,,8,7,Janardhan Chikkanna,7.0,1.0
Old Beast,2017,3,,,8,7,Ziyang Zhou,2.0,11.0
Las niñas bien,2018,3,,,8,7,Alejandra Márquez Abella,8.0,11.0
Semma Botha Aagatha,2018,14,16,,8,7,Badri Venkatesh,4.0,
Eyewitness,2017,16,,,4,1,Danny J. Boyle,3.0,4.0
Kalakalapu 2,2018,12,3,,8,7,Sundar C.,2.0,4.0
Junga,2018,14,12,,8,7,Gokul,10.0,6.0
Super 30,2019,1,3,,8,7,Vikas Bahl,538.0,18.0
Carmen y Lola,2018,3,7,,8,7,Arantxa Echevarría,6.0,26.0
Lyrro,2018,12,,,8,7,Peter Dalle,2.0,3.0
Mr. Chandramouli,2018,12,7,17,8,7,Thiru,2.0,2.0
The Trouble with Mistletoe,2017,12,7,,4,1,Ashley Avis,,
"Neuilly sa mère, sa mère!",2018,12,,,7,5,"Gabriel Julien-Laferrière, Djamel Bensalah",,3.0
Le jeu,2018,12,3,,7,5,Fred Cavayé,38.0,16.0
Daivame Kaithozham K. Kumarakanam,2018,12,,,8,7,Salim Kumar,1.0,2.0
Ami-ami,2018,12,7,,7,5,Victor Saint Macary,1.0,3.0
Amanda,2018,3,,,7,5,Mikhaël Hers,2.0,34.0
"Alifu, the Prince/ss",2017,3,,,8,7,Yu-Lin Wang,1.0,4.0
51 Nevada,2018,10,,,4,1,Fred Grant,10.0,1.0
Halloween Pussy Trap Kill Kill,2017,2,10,19,4,1,Jared Cohn,6.0,10.0
Adults in the Room,2019,1,3,,7,5,Costa-Gavras,35.0,19.0
Tsuma yo bara no yô ni: Kazoku wa tsuraiyo III,2018,12,3,,6,4,Yôji Yamada,,3.0
Sunny: Tsuyoi Kimochi Tsuyoi Ai,2018,12,3,19,6,4,Hitoshi Ône,2.0,2.0
Lambo,2017,1,,,2,1,Leon Mitchell,20.0,
The Burial Of Kojo,2018,3,16,,8,7,Blitz Bazawule,9.0,8.0
Party Hard Die Young,2018,10,16,,8,3,Dominik Hartl,10.0,20.0
Keluarga Tak Kasat Mata,2017,10,,,8,7,Hedy Suryawan,2.0,1.0
Seven Sundays,2017,12,3,,8,7,Cathy Garcia-Molina,7.0,
Les chatouilles,2018,3,,,7,5,"Andréa Bescond, Eric Métayer",1.0,11.0
Kaip susigrazinti ja per 7 dienas,2017,7,,,8,7,Andrius Ziurauskas,2.0,
Masukarêdo hoteru,2019,2,9,,6,4,Masayuki Suzuki,1.0,2.0
AA BB KK,2018,3,,,8,7,Ramkumar Shedge,,
13 Graves,2019,10,9,,2,1,John Langridge,34.0,1.0
Thiruttu Payale 2,2017,16,,,8,7,Susi Ganesan,4.0,2.0
Kee,2019,14,16,,8,7,Kalees,13.0,4.0
Nimir,2018,12,3,,8,7,Priyadarshan,5.0,6.0
Yin bao zhe,2017,14,16,,8,7,Zheng Chang,2.0,3.0
Iruttu Araiyil Murattu Kuthu,2018,10,,,8,7,Santhosh P. Jayakumar,5.0,4.0
Maari 2,2018,14,12,,8,7,Balaji Mohan,22.0,7.0
Sakka Podu Podu Raja,2017,14,12,,8,7,G.L. Sethuraman,1.0,3.0
Paradise Beach,2019,14,16,,7,7,Xavier Durringer,26.0,6.0
The Fight,2018,3,17,,2,1,Jessica Hynes,4.0,15.0
The Dig,2018,16,,,8,1,"Andy Tohill, Ryan Tohill",15.0,8.0
Addio fottuti musi verdi,2017,14,12,15,5,2,Francesco Capaldo,4.0,3.0
Annadurai,2017,14,3,,8,7,G. Srinivasan,1.0,2.0
Oru Nalla Naal Paarthu Soldren,2018,12,,,8,7,P. Arumugakumar,2.0,5.0
Cô Ba Sài Gòn,2017,12,3,6,8,7,"Kay Nguyen, Buu Loc Tran",2.0,2.0
Hurricane,2018,14,3,8,2,1,David Blair,99.0,10.0
MCA Middle Class Abbayi,2017,14,12,,8,7,Venu Sriram,9.0,3.0
Una Mujer Sin Filtro,2018,12,,,8,7,Luis Eduardo Reyes,1.0,2.0
Bez menya,2018,3,9,16,3,6,Kirill Pletnyov,1.0,1.0
Worth,2018,17,,,4,1,Eduardo Castrillo,8.0,3.0
One Fine Day,2017,3,7,,8,7,Asep Kusdinar,,3.0
Badder Ben: The Final Chapter,2017,10,,,4,1,Nigel Bach,21.0,2.0
Ten Years Thailand,2018,3,,,8,1,"Aditya Assarat, Wisit Sasanatieng",,4.0
Huang jin xiong di,2018,14,5,,8,7,Kar Lok Chin,10.0,18.0
Koode,2018,3,6,,8,7,Anjali Menon,45.0,4.0
Før frosten,2018,3,,,8,7,Michael Noer,4.0,10.0
Beats,2019,12,2,3,2,1,Brian Welsh,30.0,24.0
The Package,2018,12,,,4,1,Jake Szymanski,147.0,20.0
Permanent Green Light,2018,3,,,7,5,"Dennis Cooper, Zac Farley",1.0,5.0
Damat Takimi,2017,12,7,,8,7,Doga Can Anafarta,1.0,1.0
FryDay,2018,12,,,8,7,Abhishek Dogra,21.0,3.0
Hamid,2018,3,,,8,7,Aijaz Khan,24.0,7.0
Jefe,2018,12,,,8,7,Sergio Barrejón,4.0,7.0
Pickpockets: Maestros del robo,2018,2,3,,8,7,Peter Webber,3.0,3.0
Kri,2018,14,3,,8,7,Surendra Poudel,,
Van Gogi,2018,3,,,8,6,Sergey Livnev,,
Shônen,2018,3,7,,6,4,Daisuke Miura,1.0,8.0
Mademoiselle de Joncquières,2018,3,7,,7,5,Emmanuel Mouret,16.0,20.0
Meyaadha Maan,2017,7,,,8,7,Rathna Kumar,2.0,1.0
Only You,2018,3,7,,2,1,Harry Wootliff,9.0,33.0
Görevimiz Tatil,2018,12,,,8,7,Murat Seker,1.0,
The Boy Who Harnessed the Wind,2019,3,,,2,1,Chiwetel Ejiofor,109.0,40.0
Tamara Vol. 2,2018,12,7,,7,5,Alexandre Castagnetti,2.0,
Månelyst i Flåklypa,2018,18,13,,8,7,Rasmus A. Sivertsen,2.0,4.0
Mutluluk Zamani,2017,12,7,,8,7,Senol Sönmez,15.0,
Sen Kiminle Dans Ediyorsun?,2017,12,,,8,7,Burak Aksak,,
"Les dents, pipi et au lit",2018,12,,,7,5,Emmanuel Gillibert,,4.0
"Plaire, aimer et courir vite",2018,3,7,,7,5,Christophe Honoré,14.0,64.0
En liberté!,2018,12,2,3,7,5,Pierre Salvadori,6.0,36.0
Gueule d'ange,2018,3,,,7,5,Vanessa Filho,3.0,20.0
Les hirondelles de Kaboul,2019,18,,,7,5,"Zabou Breitman, Eléa Gobbé-Mévellec",1.0,18.0
Premières vacances,2018,12,,,7,5,Patrick Cassir,,9.0
Niet Schieten,2018,3,,,8,7,Stijn Coninx,6.0,5.0
Projapoti Biskut,2017,12,3,,8,7,Anindya Chatterjee,5.0,
Bölük,2017,3,,,8,7,Aytaç Agirlar,1.0,
Yol Arkadasim,2017,12,,,8,7,Bedran Güzel,4.0,
OHA Diyorum,2017,12,,,8,7,Ersan Özer,4.0,
Dünyanin En Güzel Kokusu 2,2017,3,7,,8,7,Mustafa Ugur Yagcioglu,,
Kodiveeran,2017,14,3,,8,7,M. Muthaiya,3.0,3.0
Weldi,2018,3,,,8,7,Mohamed Ben Attia,,11.0
Animal,2018,3,16,,8,7,Armando Bo,7.0,12.0
Trys Milijonai Euru,2017,12,,,8,7,Tadas Vidmantas,,
Posesif,2017,3,7,,8,7,Edwin,4.0,9.0
All About Nina,2018,12,3,7,4,1,Eva Vives,19.0,42.0
Love Shot,2018,12,2,7,4,1,Steven Fine,16.0,
Tous les dieux du ciel,2018,3,10,15,7,5,Quarxx,2.0,18.0
Hsing fu lu shang,2017,18,5,3,8,7,Hsin Yin Sung,5.0,16.0
Deux fils,2018,12,3,,7,5,Félix Moati,1.0,6.0
Pupille,2018,3,,,7,5,Jeanne Herry,3.0,22.0
Ben Is Back,2018,3,,,4,1,Peter Hedges,116.0,153.0
Skate Kitchen,2018,3,,,4,1,Crystal Moselle,17.0,50.0
It Kills,2017,14,10,16,4,1,Mark Polonia,4.0,2.0
Kayhan,2018,12,,,8,7,Togan Gökbakar,4.0,4.0
Gôsuto sukuwaddo,2018,14,10,,6,4,Noboru Iguchi,3.0,3.0
Dora and the Lost City of Gold,2019,5,13,,4,1,James Bobin,167.0,114.0
Tri bogatyrya i printsessa Egipta,2017,18,5,13,3,6,Konstantin Feoktistov,1.0,
Red Land (Rosso Istria),2018,3,4,,5,2,Maximiliano Hernando Bruno,4.0,
Swathanthryam Ardharathriyil,2018,14,2,16,8,7,Tinu Pappachan,13.0,3.0
The Evil Down the Street,2019,3,10,9,4,1,David J. Espinosa,170.0,5.0
Billa Pandi,2018,3,,,8,7,Saravanasakthi,5.0,1.0
Koxa,2017,2,3,16,1,3,Ekrem Engizek,3.0,3.0
Firangi,2017,12,3,,8,7,Rajiv Dhingra,13.0,5.0
Bernie the Dolphin,2018,5,12,13,8,1,Kirk Harris,6.0,5.0
Tod@s Caen,2019,12,,,8,7,Ariel Winograd,,4.0
Mi-ok,2017,14,2,,8,7,An-kyu Lee,3.0,2.0
Aterrados,2017,10,,,8,7,Demián Rugna,88.0,53.0
Judy,2019,1,3,4,2,1,Rupert Goold,186.0,150.0
Hürkus,2018,1,4,8,8,7,Kudret Sabanci,3.0,4.0
Celle que vous croyez,2019,3,7,,7,5,Safy Nebbou,12.0,41.0
Girls Guns and Blood,2019,14,12,,4,1,"Thegin German, Robert Rowland",8.0,7.0
Top End Wedding,2019,12,7,,8,1,Wayne Blair,28.0,43.0
Kobieta sukcesu,2018,12,7,,8,7,Robert Wichrowski,,
En guerre,2018,3,,,7,5,Stéphane Brizé,2.0,60.0
Aravindante Athidhikal,2018,12,3,,8,7,M. Mohanan,10.0,2.0
Saint Maud,2019,10,,,2,1,Rose Glass,1.0,15.0
Trickster,2018,10,16,,4,1,Jamie Paolinetti,5.0,
Lying and Stealing,2019,2,3,,4,1,Matt Aselton,13.0,9.0
Herbert West: Re-Animator,2017,10,15,,5,2,Ivan Zuccon,4.0,
Minsara Kanna,1999,3,7,,8,7,K.S. Ravikumar,,
Clara's Ghost,2018,12,3,13,4,1,Bridey Elliott,6.0,15.0
The Record Is Equal To The Document,2017,5,12,3,8,7,Bahman Goodarzi,,5.0
Namme,2017,3,,,8,7,Zaza Khalvashi,2.0,1.0
The Bachelor 2,2017,12,,,8,7,Giannis Papadakos,7.0,1.0
Vision,2018,3,,,6,1,Naomi Kawase,6.0,31.0
Bailaras,2017,12,,,8,7,Ksshitij Chaudhary,2.0,
Baban,2018,14,,,8,7,Bhaurao Nanasaheb Karhade,2.0,1.0
Mayurakshi,2017,3,,,8,7,Atanu Ghosh,3.0,
Baapjanma,2017,3,,,8,7,Nipun Dharmadhikari,11.0,4.0
Nyitva,2018,12,3,7,8,7,Orsi Nagypal,3.0,1.0
Surat Cinta untuk Starla the Movie,2017,3,,,8,7,Rudi Aryanto,,5.0
Miamor perdido,2018,12,,,8,7,Emilio Martínez Lázaro,1.0,2.0
Nichinichi Kore Kôjitsu,2018,3,,,6,4,Tatsushi Ohmori,3.0,5.0
Scooby-Doo & Batman: The Brave and the Bold,2018,18,14,12,4,1,Jake Castorena,11.0,4.0
The Cropsey Incident,2017,10,,,4,1,Julian Grant,11.0,2.0
Love Ni Bhavai,2017,12,3,7,8,7,Saandeep Patel,17.0,1.0
F20,2018,3,10,16,8,7,Arsen A. Ostojic,10.0,16.0
Ye Mantram Vesave,2018,3,,,8,7,Shridhar Marri,1.0,1.0
Unda,2019,14,12,16,8,7,Khalid Rahman,43.0,4.0
Sudani from Nigeria,2018,12,17,,8,7,Zakariya Mohammed,35.0,11.0
Sonu Ke Titu Ki Sweety,2018,12,7,,8,7,Luv Ranjan,112.0,13.0
The Ghost Bride,2017,3,6,10,8,7,Chito S. Roño,1.0,1.0
Parole,2018,3,,,8,7,Sharrath Sandith,6.0,3.0
Heaven Without People,2017,3,,,8,7,Lucien Bourjeily,10.0,21.0
Night Howl,2017,10,,,4,1,Michael Taylor Pritt,21.0,
Wake Up,2019,14,2,16,4,1,Aleksandr Chernyaev,25.0,3.0
Theevandi,2018,12,,,8,7,Fellini T.P.,17.0,5.0
Kuttanadan Marpappa,2018,12,3,,8,7,Sreejith Vijayan,3.0,2.0
Sat Shri Akaal England,2017,12,13,,8,7,Vikram Pradhan,1.0,
Port Authority,2019,3,,,4,1,Danielle Lessovitz,1.0,9.0
Michelangelo - Infinito,2017,1,3,,5,2,Emanuele Imbucci,1.0,2.0
Shen tan Pu Song Ling,2019,14,6,7,8,7,Vash,14.0,10.0
Ketenpere,2017,12,,,8,7,Kamil Cetin,,
Aniara,2018,3,15,,8,7,"Pella Kagerman, Hugo Lilja",58.0,51.0
Chalo,2018,14,12,13,8,7,Venky Kudumula,5.0,4.0
Mrs Lowry & Son,2019,1,3,4,2,1,Adrian Noble,20.0,19.0
Summer Survivors,2018,3,,,8,7,Marija Kavtaradze,4.0,4.0
Parchi,2018,14,12,2,8,7,Azfar Jafri,22.0,
Papita 2da Base,2017,12,7,,8,7,Luis Carlos Hueck,,
Kalyanam,2018,12,7,,8,7,"Rajesh Nair, Usha Rajesh",5.0,2.0
De Matchmaker,2018,12,3,13,8,7,Jeroen Houben,,2.0
Maria,2019,14,2,3,8,7,Pedring Lopez,45.0,24.0
Survival Box,2019,16,,,8,1,William Scoular,28.0,14.0
Auggie,2019,3,15,,4,1,Matt Kane,10.0,14.0
"Child, Come Back Home",2017,3,13,,7,7,"Yi Zheng, Cag Iglesia de Dios Todopoderoso",,
Norske byggeklosser,2018,12,,,8,7,Arild Fröhlich,3.0,5.0
Curiosa,2019,3,4,,7,5,Lou Jeunet,1.0,3.0
Hung sau dou,2017,3,,,8,7,Chapman To,3.0,12.0
Schoolhouse,2018,10,16,,4,1,Steven Perez,13.0,
Ride Like a Girl,2019,1,3,17,8,1,Rachel Griffiths,30.0,28.0
Gospel Movie: Who Is He That Has Returned,2016,3,,,8,1,,,
The Legend of Halloween Jack,2018,10,16,,2,1,Andrew Jones,37.0,3.0
Ira,2018,2,9,16,8,7,Saiju S.S.,6.0,2.0
Iblis,2018,12,6,7,8,7,Rohith V.S.,8.0,1.0
O Beautiful Night,2019,12,2,3,1,3,Xaver Böhm,,9.0
Aadamkhor,2018,10,,,8,7,Kshitij Sharma,2.0,
Liu lang di qiu,2019,14,3,15,8,7,Frant Gwo,705.0,64.0
A Reckoning,2018,11,,,4,1,Justin Lee,12.0,4.0
Els dies que vindran,2019,3,7,,8,7,Carlos Marques-Marcet,,6.0
Mi obra maestra,2018,12,3,,8,7,Gastón Duprat,13.0,21.0
"Leal, solo hay una forma de vivir",2018,14,2,3,8,7,"Rodrigo Salomón, Pietro Scappini",6.0,
Namaste England,2018,12,3,7,8,7,Vipul Amrutlal Shah,60.0,6.0
The Open House,2018,10,16,,4,1,"Matt Angel, Suzanne Coote",1128.0,47.0
A Christmas Prince,2017,12,7,,4,1,Alex Zamm,85.0,19.0
Christmas Inheritance,2017,12,,,4,1,Ernie Barbarash,43.0,13.0
Yamla Pagla Deewana Phir Se...,2018,14,12,,8,7,Navaniat Singh,28.0,5.0
Chim-muk,2017,2,3,,8,7,Ji-woo Jung,1.0,8.0
Iscelitel,2017,12,3,,8,7,Gjorce Stavreski,3.0,48.0
Junior Majeur,2017,3,,,8,5,Éric Tessier,1.0,1.0
Art of the Dead,2019,10,,,4,1,Rolfe Kanefsky,12.0,41.0
The Intent 2: The Come Up,2018,2,,,2,1,"Femi Oyeniran, Nicky Slimting Walker",21.0,2.0
Yara,2018,3,7,,8,7,Abbas Fahdel,7.0,72.0
89,2017,17,,,2,1,Dave Stewart,4.0,
Daughter of the Wolf,2019,14,16,,8,1,David Hackl,49.0,8.0
Red Joan,2018,1,3,4,2,1,Trevor Nunn,65.0,97.0
Legend of Hallowaiian,2018,18,5,13,4,1,Sean Patrick O'Reilly,2.0,1.0
Luce,2019,3,,,4,1,Julius Onah,74.0,85.0
Charlie Chaplin 2,2019,12,,,8,7,Sakthi Chidambaram,3.0,4.0
A Dog's Way Home,2019,5,3,13,8,1,Charles Martin Smith,153.0,61.0
Kuchh Bheege Alfaaz,2018,7,,,8,7,Onir,23.0,2.0
Mulk,2018,3,,,8,7,Anubhav Sinha,557.0,11.0
Xiang mo zhuan,2017,12,6,,8,7,"Siu-Hung Chung, Jing Wong",4.0,2.0
De Patrick,2019,12,3,,8,7,Tim Mielants,,22.0
Ang babaeng allergic sa wifi,2018,7,,,8,7,Jun Lana,11.0,3.0
Loqueesha,2019,12,,,4,1,Jeremy Saville,4.0,1.0
A Night to Regret,2018,16,,,4,1,Tom Shell,5.0,3.0
Lyubov v Gorode Angelov,2017,12,7,,3,6,Sarik Andreasyan,,
Rewind: Die zweite Chance,2017,2,15,16,1,3,Johannes Sievert,,7.0
Paharganj,2019,2,3,9,8,7,Rakesh Ranjan Kumar,34.0,2.0
High & Low: The Movie 3 - Final Mission,2017,14,3,,6,4,"Shigeaki Kubo, Tsuyoshi Nakakuki",1.0,
Zoo,2018,12,3,10,8,1,Antonio Tublen,16.0,10.0
Pocketman and Cargoboy,2018,5,12,15,4,1,Clay Moffatt,8.0,6.0
Ming wang xing shi ke,2018,3,,,8,7,Ming Zhang,1.0,8.0
Hadi Be Oglum,2018,3,,,8,7,Bora Egemen,12.0,9.0
Aura,2018,10,,,2,1,Steve Lawson,13.0,3.0
Charlotte,2017,10,,,4,1,"Colin Campbell, John Edward Lee",17.0,2.0
Trener,2018,3,17,,3,6,Danila Kozlovsky,2.0,16.0
Los Angeles/Tehran,2018,12,6,,8,7,Tina Pakravan,5.0,18.0
What Men Want,2019,12,6,7,4,1,Adam Shankman,248.0,83.0
Koi wa ameagari no yô ni,2018,3,7,17,6,4,Akira Nagai,6.0,1.0
Cold November,2018,3,,,8,7,Ismet Sijarina,,4.0
Lux: Krieger des Lichts,2018,3,,,1,3,Daniel Wild,1.0,7.0
Red Re-Education at Home: Christian Movie,2017,3,,,8,7,"Wei Chen, Tong Wu",,
Dhadak,2018,12,3,7,8,7,Shashank Khaitan,205.0,21.0
Total Dhamaal,2019,14,5,12,8,7,Indra Kumar,161.0,15.0
Gintama 2: Okite wa yaburu tame ni koso aru,2018,14,5,12,6,4,Yûichi Fukuda,3.0,1.0
Comic Sans,2018,12,3,7,8,7,Nevio Marasovic,4.0,5.0
De Collega's 2.0,2018,12,,,8,7,Jan Verheyen,2.0,2.0
Who Is My Husband,2018,2,3,,8,1,Jonathan English,10.0,1.0
Honor Up,2018,14,5,,4,1,Damon Dash,18.0,2.0
Aile Arasinda,2017,12,,,8,7,Ozan Açiktan,15.0,7.0
Maide'nin Altin Günü,2017,12,,,8,7,Caner Özyurtlu,,
Parayi Bulduk,2017,12,,,8,7,Ihsan Tas,1.0,
The World We Make,2019,3,,,4,1,Brian Baugh,19.0,3.0
Plus One,2019,12,3,7,4,1,"Jeff Chan, Andrew Rhymer",48.0,28.0
Jie you za huo dian,2017,3,6,,8,7,Jie Han,4.0,5.0
The Wedding Guest,2018,16,,,2,1,Michael Winterbottom,37.0,33.0
Love and Shukla,2017,12,3,7,8,7,Jatla Siddartha,20.0,9.0
Io c'è,2018,12,,,5,2,Alessandro Aronadio,4.0,4.0
Bao xue jiang zhi,2017,2,,,8,7,Yue Dong,8.0,20.0
This Old Machine,2017,16,,,4,1,Brad Garris,7.0,
The Invisible Man,2017,15,,,4,1,"Khian Bartlett, Carol Damgen",5.0,
Nightshooters,2018,14,,,2,1,Marc Price,24.0,13.0
Marriage Story,2019,12,3,7,4,1,Noah Baumbach,23.0,99.0
Amoureux de ma femme,2018,12,3,7,7,5,Daniel Auteuil,,24.0
Les vieux fourneaux,2018,12,3,,7,5,Christophe Duthuron,1.0,6.0
St. Bernard Syndicate,2018,12,,,8,7,Mads Brügger,,1.0
Babes with Blades,2018,14,5,3,2,1,Cecily Fay,7.0,5.0
Gothic Harvest,2019,10,,,4,1,Ashley Hamilton,4.0,3.0
Zayana,2019,3,,,8,7,Khalid Abdulrahim Al-Zadjali,7.0,
La quietud,2018,3,16,,8,7,Pablo Trapero,1.0,31.0
Aleksi,2018,12,3,7,8,7,Barbara Vekaric,3.0,5.0
Straight Outta Oakland 2,2017,3,,,4,7,Marcus D. Spencer,1.0,
La profezia dell'armadillo,2018,3,,,5,2,Emanuele Scaringi,,6.0
The Manson Family Massacre,2019,2,10,16,2,1,Andrew Jones,14.0,3.0
You go to my head,2017,3,6,9,7,1,Dimitri de Clercq,13.0,25.0
Convoi exceptionnel,2019,12,,,7,5,Bertrand Blier,1.0,2.0
Adjø Montebello,2017,20,,,8,7,Thea Hvistendahl,1.0,
Yuli,2018,1,3,20,8,7,Icíar Bollaín,3.0,37.0
Esto no es Berlín,2019,3,,,8,7,Hari Sama,,23.0
Il tuttofare,2018,12,,,5,2,Valerio Attanasio,,21.0
The Marine 6: Close Quarters,2018,14,3,,4,1,James Nunn,19.0,17.0
Enes Batur Hayal mi Gerçek mi?,2018,12,,,8,7,Kamil Cetin,41.0,5.0
Searching,2018,3,9,16,3,1,Aneesh Chaganty,985.0,279.0
Der goldene Handschuh,2019,2,3,10,1,3,Fatih Akin,24.0,61.0
Brittany Runs a Marathon,2019,12,3,,4,1,Paul Downs Colaizzo,41.0,93.0
Thriller,2018,10,16,,4,1,Dallas Jackson,37.0,17.0
"Papa, sdokhni",2018,12,3,16,3,6,Kirill Sokolov,3.0,33.0
Mental Madhilo,2017,12,3,7,8,7,Vivek Athreya,3.0,1.0
Tito e gli alieni,2017,12,15,,5,2,Paola Randi,,10.0
El mejor verano de mi vida,2018,12,13,,8,7,Dani de la Orden,2.0,5.0
Daraa,2018,14,3,4,8,7,Murat Onbul,,
Virágvölgy,2018,3,,,8,7,László Csuja,2.0,9.0
Yazh,2017,7,16,8,8,7,M.S. Anand,,
We the Animals,2018,3,,,4,1,Jeremiah Zagar,27.0,66.0
Mon bébé,2019,12,3,,7,5,Lisa Azuelos,2.0,21.0
Die Tomorrow,2017,3,,,8,7,Nawapol Thamrongrattanarit,1.0,11.0
Malli Raava,2017,3,7,,8,7,Gowtam Tinnanuri,9.0,2.0
Unexpectedly Yours,2017,12,7,,8,7,Cathy Garcia-Molina,1.0,
Vent du Nord,2017,3,,,7,5,Walid Mattar,,3.0
Die Goldfische,2019,12,,,1,3,Alireza Golafshan,3.0,17.0
Invisible Sue,2018,5,6,,1,3,Markus Dietrich,13.0,11.0
Monsters and Men,2018,2,3,16,4,1,Reinaldo Marcus Green,21.0,32.0
La reina del miedo,2018,3,,,8,7,"Valeria Bertuccelli, Fabiana Tiscornia",,9.0
Une année polaire,2018,5,3,,7,7,Samuel Collardey,1.0,6.0
White Rabbit,2018,12,3,,4,1,Daryl Wein,7.0,7.0
Never Goin' Back,2018,12,2,3,4,1,Augustine Frizzell,17.0,37.0
Fake Tattoos,2017,3,7,,8,5,Pascal Plante,3.0,15.0
Gayatri,2018,3,13,,8,7,Madan,15.0,1.0
Soorma,2018,1,3,17,8,7,Shaad Ali,43.0,9.0
Superfly,2018,14,2,16,4,1,Director X.,118.0,60.0
El pacto,2018,10,16,,8,7,David Victori,6.0,12.0
Kiborgy. Heroyi ne vmyrayut,2017,14,3,8,8,7,Akhtem Seitablaev,22.0,4.0
18am Padi,2019,14,3,16,8,7,Shankar Ramakrishnan,32.0,1.0
Billy,2018,12,,,8,7,Theo Maassen,1.0,3.0
The Third Wife,2018,3,,,8,7,Ash Mayfair,7.0,36.0
Best F(r)iends: Volume 2,2018,12,3,16,4,1,Justin MacGregor,7.0,6.0
Saheb Biwi Aur Gangster 3,2018,14,2,3,8,7,Tigmanshu Dhulia,9.0,9.0
According to Mathew,2018,2,7,16,8,1,Chandran Rutnam,11.0,
Diya,2018,3,10,16,8,7,A.L. Vijay,6.0,4.0
Oru Kuprasidha Payyan,2018,14,2,9,8,7,Madhupal,12.0,4.0
October,2018,3,7,,8,7,Shoojit Sircar,181.0,19.0
The Steam Engines of Oz,2018,18,5,13,8,1,Sean Patrick O'Reilly,5.0,6.0
Os Parças,2017,12,,,8,7,"Halder Gomes, Ioneide Lima",,
Chanakyatanthram,2018,2,9,16,8,7,Kannan Thamarakkulam,8.0,
To thávma tis thálassas ton Sargassón,2019,2,3,16,8,7,Syllas Tzoumerkas,2.0,27.0
Tholi Prema,2018,7,,,8,7,Venky Atluri,16.0,2.0
Jelgava 94,2019,5,3,,8,7,Janis Abele,2.0,
Lionheart,2018,12,,,8,1,Genevieve Nnaji,67.0,12.0
My Husband's Secret Wife,2018,16,,,4,1,Tamar Halpern,3.0,1.0
A Child's Voice,2018,3,10,9,4,1,Edgar Michael Bravo,16.0,8.0
Breaking Barbi,2019,12,,,4,1,Edward G. Negron,14.0,
Agnyaathavaasi,2018,14,3,,8,7,Trivikram Srinivas,17.0,7.0
Pentagram,2019,10,,,4,7,Steve Lawson,,6.0
Alpha Wolf,2018,10,16,,4,1,Kevin VanHook,11.0,
Oleg,2019,3,,,8,6,Juris Kursietis,,8.0
Horrible Histories: The Movie - Rotten Romans,2019,12,13,4,2,1,Dominic Brigstocke,32.0,14.0
Winterskin,2018,14,6,10,2,1,Charlie Steeds,8.0,11.0
